row_index,career,split
1100,Solutions Engineer,train
1101,AR/VR Developer,train
1102,Site Reliability Engineer,train
1103,COBOL Developer,train
1104,React Native Developer,train
1105,Site Reliability Engineer (SRE),test
1106,Electrical Engineer,test
1107,CTO,train
1108,Data Governance Analyst,train
1109,DevSecOps Engineer,train
1110,SOC Analyst,train
1111,Computer Hardware Engineer,train
1112,Research Scientist (AI),train
1113,Low Code Developer,train
1114,Big Data Engineer,train
1115,DevSecOps Engineer,test
1116,Site Reliability Engineer,train
1117,Low Code Developer,test
1118,Site Reliability Engineer (SRE),train
1119,Site Reliability Engineer (SRE),test
1120,Computer and Information Research Scientist,train
1121,Application Security Engineer,train
1122,Frontend Developer,train
1123,ERP Developer,train
1124,Data Scientist,train
1125,Product Designer,train
1126,Scala Developer,test
1127,Frontend Developer,test
1128,VLSI Engineer,test
1129,Automation Engineer,train
1130,React Native Developer,train
1131,Penetration Tester,train
1132,Full Stack Machine Learning Engineer,test
1133,IT Manager,test
1134,Cloud Security Engineer,train
1135,Prompt Engineer,train
1136,Low Code Developer,train
1137,Prompt Engineer,train
1138,Computer Hardware Engineer,train
1139,AI Safety Engineer,train
1140,NLP Engineer,test
1141,Computer Vision Engineer,test
1142,ERP Developer,train
1143,Scrum Master,train
1144,Low Code Developer,train
1145,Full Stack Machine Learning Engineer,train
1146,DevOps Engineer,test
1147,iOS Developer,train
1148,AWS Solutions Architect,train
1149,Fullstack Developer,test
1150,Blockchain Developer,train
1151,SOC Analyst,test
1152,Network Engineer,train
1153,IT Auditor,train
1154,VLSI Engineer,train
1155,Electrical Engineer,train
1156,Prompt Engineer,train
1157,GraphQL Developer,train
1158,IoT Developer,train
1159,Swift Developer,train
1160,WordPress Developer,test
1161,Solutions Engineer,test
1162,Signal Processing Engineer,train
1163,Cloud Security Engineer,train
1164,Application Security Engineer,test
1165,Automation Engineer,train
1166,Firmware Engineer,train
1167,Big Data Engineer,train
1168,React Native Developer,train
1169,SOC Analyst,train
1170,Database Administrator,test
1171,Research Scientist (AI),train
1172,iOS Developer,test
1173,Swift Developer,train
1174,Automation Engineer,train
1175,Big Data Engineer,train
1176,Fullstack Developer,train
1177,Product Designer,train
1178,IoT Engineer,train
1179,ERP Developer,train
1180,Network Security Engineer,train
1181,Swift Developer,train
1182,SOC Analyst,train
1183,Game Developer,train
1184,Full Stack Machine Learning Engineer,test
1185,Backend Developer,test
1186,Network Engineer,train
1187,Helpdesk Technician,train
1188,Ruby Developer,train
1189,AR/VR Developer,train
1190,IT Support Specialist,train
1191,Site Reliability Engineer (SRE),test
1192,Enterprise Architect,train
1193,Flutter Developer,train
1194,Full Stack Machine Learning Engineer,test
1195,QA Engineer,test
1196,MLOps Engineer,train
1197,Site Reliability Engineer (SRE),test
1198,ERP Developer,train
1199,iOS/Android Cross Platform Developer,train
1200,AR/VR Developer,train
1201,iOS Developer,train
1202,iOS/Android Cross Platform Developer,train
1203,IT Support Specialist,train
1204,ERP Developer,test
1205,Technical Writer,test
1206,Python Developer,train
1207,Robotics Engineer,train
1208,Full Stack Machine Learning Engineer,train
1209,Data Scientist,train
1210,React Native Developer,train
1211,Data Analyst,train
1212,WordPress Developer,train
1213,React Developer,train
1214,Prompt Engineer,train
1215,Quantitative Analyst,train
1216,Java Developer,test
1217,React Native Developer,test
1218,GraphQL Developer,test
1219,Ruby Developer,train
1220,Signal Processing Engineer,test
1221,Data Analyst,train
1222,Big Data Engineer,train
1223,Systems Administrator,train
1224,Blockchain Developer,train
1225,iOS/Android Cross Platform Developer,test
1226,Signal Processing Engineer,train
1227,Game Developer,train
1228,Computer Vision Engineer,train
1229,AI Safety Engineer,test
1230,Operations Research Analyst,train
1231,Scala Developer,train
1232,Scala Developer,train
1233,Full Stack Machine Learning Engineer,train
1234,Computer Vision Engineer,train
1235,Firmware Engineer,test
1236,Platform Engineer,train
1237,DevSecOps Engineer,train
1238,Enterprise Architect,train
1239,SOC Analyst,train
1240,Digital Marketing Tech,train
1241,Product Designer,train
1242,Application Security Engineer,train
1243,Firmware Engineer,train
1244,Machine Learning Engineer,train
1245,Computer Vision Engineer,train
1246,DevOps Engineer,train
1247,NLP Engineer,test
1248,MLOps Engineer,test
1249,Java Developer,train
1250,DevSecOps Engineer,train
1251,Big Data Engineer,train
1252,Quantitative Analyst,train
1253,COBOL Developer,train
1254,Java Developer,train
1255,Site Reliability Engineer (SRE),train
1256,Cloud Security Engineer,test
1257,Game Developer,train
1258,Ruby Developer,train
1259,GraphQL Developer,train
1260,Site Reliability Engineer,train
1261,AR/VR Developer,test
1262,Flutter Developer,train
1263,AR/VR Developer,test
1264,Computer and Information Research Scientist,train
1265,Python Developer,test
1266,Swift Developer,train
1267,Technical Writer,test
1268,DevSecOps Engineer,train
1269,Technical Project Manager,train
1270,AI Engineer,train
1271,Signal Processing Engineer,train
1272,Graphic Designer,train
1273,Cloud Data Engineer,train
1274,Digital Marketing Tech,test
1275,Network Security Engineer,train
1276,DevSecOps Engineer,test
1277,Scrum Master,train
1278,WordPress Developer,train
1279,Prompt Engineer,train
1280,Systems Administrator,test
1281,Flutter Developer,test
1282,Computer Hardware Engineer,train
1283,UI/UX Designer,train
1284,Research Scientist (AI),train
1285,Network Engineer,test
1286,IT Support Specialist,train
1287,Backend Developer,train
1288,Penetration Tester,train
1289,IT Support Specialist,train
1290,MLOps Engineer,train
1291,Quantitative Analyst,train
1292,React Native Developer,train
1293,PHP Developer,train
1294,IT Auditor,train
1295,Android Developer,train
1296,IT Auditor,train
1297,.NET Developer,train
1298,Cloud Security Engineer,train
1299,Data Analyst,train
1300,IT Manager,train
1301,Low Code Developer,train
1302,Data Engineer,train
1303,React Native Developer,train
1304,iOS/Android Cross Platform Developer,train
1305,Security Engineer,train
1306,Scrum Master,test
1307,Cloud Security Engineer,train
1308,Go Developer,train
1309,Cloud Data Engineer,train
1310,DevSecOps Engineer,train
1311,Backend Developer,train
1312,Backend Developer,test
1313,MLOps Engineer,test
1314,Security Engineer,train
1315,Embedded Systems Engineer,train
1316,Systems Administrator,train
1317,VLSI Engineer,test
1318,Ruby Developer,train
1319,VLSI Engineer,test
1320,iOS Developer,train
1321,Business Intelligence Developer,train
1322,Rust Developer,train
1323,Cloud Engineer,train
1324,Frontend Developer,train
1325,AI Engineer,train
1326,Fintech Developer,train
1327,Ruby Developer,train
1328,Platform Engineer,train
1329,IT Support Specialist,train
1330,Machine Learning Engineer,train
1331,Operations Research Analyst,test
1332,Rust Developer,test
1333,Full Stack Machine Learning Engineer,train
1334,IT Support Specialist,test
1335,Data Engineer,train
1336,Salesforce Developer,test
1337,VLSI Engineer,train
1338,Application Security Engineer,train
1339,Cloud Security Engineer,train
1340,Fintech Developer,train
1341,Machine Learning Engineer,train
1342,GraphQL Developer,train
1343,Rust Developer,train
1344,QA Engineer,train
1345,Data Engineer,test
1346,Network Security Engineer,train
1347,Technical Project Manager,train
1348,R Developer,test
1349,MLOps Engineer,train
1350,Ruby Developer,train
1351,Enterprise Architect,train
1352,AI Safety Engineer,test
1353,Research Scientist (AI),train
1354,Network Engineer,train
1355,Cybersecurity Analyst,train
1356,Product Designer,train
1357,Ruby Developer,test
1358,Network Engineer,train
1359,Go Developer,test
1360,R Developer,train
1361,Scrum Master,test
1362,Firmware Engineer,train
1363,IoT Developer,train
1364,Signal Processing Engineer,train
1365,IoT Engineer,train
1366,Cloud Security Engineer,test
1367,Data Engineer,train
1368,Business Intelligence Developer,train
1369,Application Security Engineer,train
1370,AI Engineer,train
1371,SOC Analyst,train
1372,Game Developer,train
1373,Android Developer,train
1374,Blockchain Developer,train
1375,Site Reliability Engineer (SRE),train
1376,QA Engineer,test
1377,Embedded Systems Engineer,train
1378,Network Engineer,train
1379,Salesforce Developer,train
1380,Research Scientist (AI),train
1381,Python Developer,test
1382,Embedded Systems Engineer,train
1383,Platform Engineer,train
1384,Site Reliability Engineer (SRE),train
1385,Automation Engineer,train
1386,Technical Project Manager,train
1387,Signal Processing Engineer,test
1388,Network Engineer,test
1389,Go Developer,train
1390,Data Analyst,test
1391,SOC Analyst,test
1392,Cybersecurity Analyst,test
1393,Technical Project Manager,train
1394,Backend Developer,train
1395,PHP Developer,train
1396,Network Security Engineer,test
1397,CTO,train
1398,GraphQL Developer,test
1399,Platform Engineer,train
1400,Technical Project Manager,train
1401,Flutter Developer,train
1402,AWS Solutions Architect,train
1403,Software Architect,train
1404,Signal Processing Engineer,train
1405,Fullstack Developer,test
1406,Data Analyst,train
1407,Fintech Developer,train
1408,SOC Analyst,train
1409,Product Manager,train
1410,Site Reliability Engineer (SRE),train
1411,Business Intelligence Developer,train
1412,Signal Processing Engineer,train
1413,Rust Developer,train
1414,Solutions Engineer,train
1415,Technical Project Manager,train
1416,Computer and Information Research Scientist,train
1417,Frontend Developer,train
1418,React Developer,train
1419,Kubernetes Engineer,train
1420,Low Code Developer,train
1421,Research Scientist (AI),train
1422,Embedded Systems Engineer,test
1423,Game Developer,train
1424,IT Support Specialist,train
1425,Big Data Engineer,test
1426,Software Architect,test
1427,MLOps Engineer,test
1428,Embedded Systems Engineer,train
1429,SEO Specialist,train
1430,AWS Solutions Architect,train
1431,Kubernetes Engineer,train
1432,Cloud Data Engineer,train
1433,Computer Vision Engineer,train
1434,React Native Developer,train
1435,Graphic Designer,train
1436,VLSI Engineer,test
1437,Operations Research Analyst,test
1438,DevSecOps Engineer,train
1439,Cloud Data Engineer,test
1440,Java Developer,train
1441,IoT Developer,train
1442,Fullstack Developer,test
1443,Automation Engineer,train
1444,Solutions Engineer,train
1445,IoT Engineer,train
1446,Embedded Systems Engineer,train
1447,Low Code Developer,train
1448,Penetration Tester,train
1449,Computer Hardware Engineer,train
1450,Java Developer,test
1451,Scrum Master,test
1452,Low Code Developer,train
1453,AWS Solutions Architect,train
1454,R Developer,train
1455,Machine Learning Engineer,train
1456,Go Developer,train
1457,Solutions Engineer,train
1458,R Developer,train
1459,VLSI Engineer,train
1460,Helpdesk Technician,test
1461,Android Developer,test
1462,Cloud Engineer,test
1463,Python Developer,train
1464,Low Code Developer,train
1465,GraphQL Developer,test
1466,Rust Developer,test
1467,AI Engineer,train
1468,Cloud Security Engineer,train
1469,Platform Engineer,train
1470,Computer Vision Engineer,train
1471,Data Governance Analyst,train
1472,Technical Writer,train
1473,Android Developer,train
1474,iOS Developer,test
1475,Quantitative Analyst,train
1476,SEO Specialist,train
1477,Python Developer,train
1478,SOC Analyst,test
1479,Prompt Engineer,train
1480,IT Support Specialist,train
1481,Database Administrator,train
1482,Rust Developer,test
1483,Firmware Engineer,train
1484,COBOL Developer,train
1485,.NET Developer,train
1486,Scala Developer,train
1487,Enterprise Architect,test
1488,Platform Engineer,train
1489,Go Developer,train
1490,Cloud Data Engineer,train
1491,Ruby Developer,train
1492,Fintech Developer,train
1493,Java Developer,train
1494,Data Scientist,train
1495,Android Developer,train
1496,Cloud Data Engineer,train
1497,Ruby Developer,train
1498,Platform Engineer,train
1499,PHP Developer,train
1500,Network Engineer,train
1501,Product Manager,train
1502,DevSecOps Engineer,train
1503,Database Administrator,train
1504,Robotics Engineer,train
1505,Machine Learning Engineer,train
1506,Firmware Engineer,test
1507,Cloud Engineer,train
1508,.NET Developer,train
1509,CTO,test
1510,VLSI Engineer,test
1511,Blockchain Developer,train
1512,Electronics Engineer,train
1513,AR/VR Developer,train
1514,Product Designer,train
1515,SOC Analyst,train
1516,Kubernetes Engineer,train
1517,Site Reliability Engineer,train
1518,NLP Engineer,train
1519,Platform Engineer,train
1520,iOS Developer,test
1521,SEO Specialist,train
1522,Robotics Engineer,train
1523,WordPress Developer,train
1524,DevSecOps Engineer,train
1525,Scala Developer,train
1526,Computer Hardware Engineer,train
1527,Java Developer,test
1528,ERP Developer,train
1529,R Developer,train
1530,React Native Developer,test
1531,Network Engineer,train
1532,Enterprise Architect,train
1533,Enterprise Architect,train
