Profile_ID,Career,Skills,Education,Experience,Job_Description
Firefighters_13,Firefighters,"Affiliated Computer Services ACS FIREHOUSE, Corel WordPerfect Office Suite, Email software, Fire incident reporting systems, Geographic information system GIS software, Incident command system ICS software, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Windows, Microsoft Word, Plume modeling software, Web browser software",8.06,9.3,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance."
Sales Managers_2,Sales Managers,"Blackbaud The Raiser's Edge, Delphi Technology, FileMaker Pro, Act!, Adobe Creative Cloud software, Adobe ActionScript, Geographic information system GIS software, Facebook, Eko, Contact management software, Database software, Adobe Acrobat",8.26,9.2,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers."
Floral Designers_5,Floral Designers,"Facebook, Inventory tracking software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Supply ordering software, Timekeeping software, Transaction accounting software, Web browser software",8.49,8.3,"Design, cut, and arrange live, dried, or artificial flowers and foliage."
"Paper Goods Machine Setters, Operators, and Tenders_2","Paper Goods Machine Setters, Operators, and Tenders","Adobe Photoshop, Microsoft Word, Objectif Lune PrintShop Mail, Virtual Systems Mail-Shop, Adobe Acrobat, Adobe Illustrator, Adobe InDesign, Microsoft Office software, Microsoft Excel",8.25,7.4,"Set up, operate, or tend paper goods machines that perform a variety of functions, such as converting, sawing, corrugating, banding, wrapping, boxing, stitching, forming, or sealing paper or paperboard sheets into products."
Air Traffic Controllers_10,Air Traffic Controllers,"Adobe Acrobat, Advanced technologies and oceanic procedures ATOP, Flight simulation software, Automated radar terminal systems ARTS, Microsoft Outlook, Microsoft Office software, SAP software, Microsoft PowerPoint, Traffic management advisor TMA software, En route descent advisor EDA, Expedite departure path EDP software, Center TRACON automation systems CTAS, Microsoft Excel, Direct-to-tool software, Microsoft Word",8.35,10.9,"Control air traffic on and within vicinity of airport, and movement of air traffic between altitude sectors and control centers, according to established procedures and policies. Authorize, regulate, and control commercial airline flights according to government or company regulations to expedite and ensure flight safety."
"Career/Technical Education Teachers, Middle School_6","Career/Technical Education Teachers, Middle School","Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Amazon Simple Storage Service S3, Amazon Web Services AWS CloudFormation, Amazon Web Services AWS software, Ansible software, Apache Ant, Apache Cassandra, Apache Groovy, Apache Hadoop, Apache HTTP Server, Apache JMeter, Apache Kafka, Apache Tomcat, Atlassian Bamboo, Atlassian Confluence, Atlassian JIRA, Bash, Blackboard Learn, C#",8.46,8.9,"Teach occupational, vocational, career, or technical subjects to students at the middle, intermediate, or junior high school level."
"Judges, Magistrate Judges, and Magistrates_11","Judges, Magistrate Judges, and Magistrates","Microsoft PowerPoint, Thomson Reuters Westlaw, Web browser software, Courtroom scheduling software, LexisNexis, Microsoft Outlook, Email software, Adobe Acrobat, Microsoft Office software, Videoconferencing software, Microsoft Word, LinkedIn, Online databases",8.4,7.8,"Arbitrate, advise, adjudicate, or administer justice in a court of law. May sentence defendant in criminal cases according to government statutes or sentencing guidelines. May determine liability of defendant in civil cases. May perform wedding ceremonies."
Medical and Health Services Managers_9,Medical and Health Services Managers,"API Healthcare ActiveStaffer, Autodesk Revit, Adobe Acrobat, CareCentric MestaMed, American Medical Association CodeManager, Blackbaud The Raiser's Edge, Cisco Webex, 3DGrid HIPAA Checkup, CliniTrend, Allscripts healthcare automation software, Apache Hadoop, Cerner ProFile, Bed Management Suite, Blackboard software, Apache Pig, Citrix cloud computing software",8.28,10.4,"Plan, direct, or coordinate medical and health services in hospitals, clinics, managed care organizations, public health agencies, or similar organizations."
Conveyor Operators and Tenders_15,Conveyor Operators and Tenders,"Control system software, Sortation software, Intelligrated InControlWare, SAP software, Microsoft Windows",8.49,10.1,"Control or tend conveyors or conveyor systems that move materials or products to and from stockpiles, processing stations, departments, or vehicles. May control speed and routing of materials or products."
Information Technology Project Managers_6,Information Technology Project Managers,"Adobe Acrobat, Actano Rplan, Amazon Redshift, AEC Software FastTrack Schedule, Adobe Illustrator, Advanced business application programming ABAP, Adobe Photoshop, Adobe Dreamweaver, Adobe ActionScript, Amazon Kinesis, Adobe InDesign, Amazon Web Services AWS software, Adobe Creative Cloud software",8.26,9.0,"Plan, initiate, and manage information technology (IT) projects. Lead and guide the work of technical staff. Serve as liaison between business and technical aspects of projects. Plan project stages and assess business implications for each stage. Monitor progress to assure deadlines, standards, and cost targets are met."
Biomass Plant Technicians_19,Biomass Plant Technicians,"Microsoft Office software, Distributed control system DCS, Microsoft Outlook, National Instruments LabVIEW, Microsoft Word",8.18,9.6,Control and monitor biomass plant activities and perform maintenance as needed.
Film and Video Editors_1,Film and Video Editors,"Adobe Creative Cloud software, Avid Digidesign Pro Tools, DaVinci Resolve, Apple Xsan, Boris FX Continuum Complete, Autodesk Maya, Apple Final Cut Pro, Cascading style sheets CSS, Brightcove, Apple DVD Studio Pro, Adobe Illustrator, AJAX, Apple QuickTime, Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Adobe InDesign, Avid Technology audio visual editing software",8.27,9.4,"Edit moving images on film, video, or other media. May work with a producer or director to organize images for final production. May edit or synchronize soundtracks with images."
Bakers_7,Bakers,"Microsoft Office software, Sage 100 ERP, SoftCafe MenuPro, EGS CALCMENU, Email software, LegacyUSA BakeSmart, Culinary Software Services ChefTec, ADP Enterprise eTIME, At Your Service Software CostGuard, Microsoft PowerPoint, Microsoft Word, Enggist & Grandjean EGS F&B Control",8.34,9.9,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods."
Cytotechnologists_19,Cytotechnologists,"Custom Software Systems StarLab, Fortius Lab Systems Clinical LIS, Elekta Impac Software IntelliLab, Fletcher-Flora Health Care Systems LabPak LIS, HEX Laboratory Systems LAB/HEX, GE Healthcare Centricity Laboratory, eTeleNext LIS, ClinLab LIS, Comp Pro Med Polytech, Aspyra CyberLAB, Healthvision TDSynergy LIS, Fletcher-Flora Health Care Systems FFlex eSuite LIS, CPSI CPSI System, EpicLab Laboratory Information System, Antek HealthWare LabDAQ",8.25,12.0,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices."
"Ophthalmologists, Except Pediatric_20","Ophthalmologists, Except Pediatric","Allscripts PM, athenahealth athenaCollector, Automatic Data Processing AdvancedMD EHR, Benchmark Systems Benchmark Clinical EHR, Bizmatics PrognoCIS EMR, CareCloud Central, Cerner PowerWorks Practice Management, eClinicalWorks EHR software, Email software, Epic Practice Management, Epic Systems, EyeMD EMR Healthcare Systems EyeMD EMR, GalacTek ECLIPSE, GE Healthcare Centricity Practice Solution, Greenway Medical Technologies PrimeSUITE, HealthFusion MediTouch, IOS Health Systems Medios EHR, Kareo Practice Management, McKesson Practice Plus, Microsoft Excel",8.19,9.1,Diagnose and perform surgery to treat and help prevent disorders and diseases of the eye. May also provide vision services for treatment including glasses and contacts.
Gas Plant Operators_10,Gas Plant Operators,"Supervisory control and data acquisition SCADA software, Operating log software, SAP software, Microsoft Excel, Microsoft PowerPoint, Microsoft Outlook, Quorum PGAS, Work scheduling software, AspenTech HYSYS",8.32,8.9,Distribute or process gas for utility companies and others by controlling compressors to maintain specified pressures on main pipelines.
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay_6","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Microsoft Word, Fluke Corporation FlukeView Forms, Microsoft Outlook, Microsoft Office software, Supervisory control and data acquisition SCADA software, Megger PowerDB, Web browser software, Microsoft Excel, Autodesk AutoCAD",8.0,9.3,"Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays."
Manicurists and Pedicurists_12,Manicurists and Pedicurists,"Appointment Search, Microsoft Office software, Facebook, Aknaf ADVANTAGE Salon Software and Spa Software, Microsoft Excel, Customer information databases, DaySmart Software Appointment-Plus",8.32,9.0,Clean and shape customers' fingernails and toenails. May polish or decorate nails.
Maids and Housekeeping Cleaners_15,Maids and Housekeeping Cleaners,"Computerized maintenance management system CMMS, Blink, Computerized bed control system software, Inventory tracking software, Microsoft Excel, Facebook, Microsoft Windows",8.48,8.9,"Perform any combination of light cleaning duties to maintain private households or commercial establishments, such as hotels and hospitals, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning rooms and halls, and vacuuming."
